,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
142,"RT @tuzzi: Google, Facebook, Apple, Amazon 這四家科技公司，如果你有一個紅色按鈕可以消滅一家，你最希望哪一家消失？

利益揭露：
推特投票選項只有四個，所以五家科技巨獸我得先拿掉一家。因為最近實在很喜歡 vscode，就先讓Micros…", google  facebook  apple  amazon                                                                                 vscode    micros ,0.0,0.0,positive,0.0,0.746,0.254,0.1779
143,RT @PastorMalafaia: Xingar e caluniar Bolsonaro pode! Falar mal de Ministro do STF dá cadeia! Facebook: https://t.co/43LS2XvOSP ou instagra…, xingar e caluniar bolsonaro pode  falar mal de ministro do stf d  cadeia  facebook    ou instagra ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
145,"RT @MssTrending: ♡ ﾞGood Mewning ☀️
ขอให้เป็นวันที่สดใสสำหรับทุกคนนะคะ ･ᴗ･

ตอนนี้คะแนนโหวต T-POP POLL ใกล้มากเลยเปอร์เซ็นต์ก็ลดลงด้วย 

อ…",    good mewning                                                            t pop poll                                     ,0.7,0.6000000000000001,positive,0.0,0.508,0.492,0.4404
146,“Facebook mi o Lo mo.. Shey awon people yi ti block account mi ni” https://t.co/mID1ZtB5pt, facebook mi o lo mo   shey awon people yi ti block account mi ni   ,0.0,0.0,negative,0.195,0.805,0.0,-0.4404
147,"RT @ClaromusicaMX: ¡#ARMY! Como lo prometimos, acá pueden encontrar la playlist especial que hicimos para festejar el cumpleaños de #JHOPE…",   army  como lo prometimos  ac  pueden encontrar la playlist especial que hicimos para festejar el cumplea os de  jhope ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
148,RT @CRUSHonBAM: [VID] 210218 สามารถรับชมน้องแบมเล่นเกม The Sims 4 ย้อนหลังได้ที่เพจ BamBam Play The Sims อย่าลืมกดไลค์ กดแชร์ และคอมเม้นท์…,  vid  210218                           the sims 4                   bambam play the sims                                   ,0.0,0.0,positive,0.0,0.745,0.255,0.34
149,RT @eyupyasar46: Dstun kim düşmnın kim bil oğlum vatanına göz dkeni ez oğlum ez oğum https://t.co/KX5Z8RjkS4, dstun kim d  mn n kim bil o lum vatan na g z dkeni ez o lum ez o um  ,0.0,0.0,positive,0.0,0.688,0.312,0.6124
150,"RT @AshokPa72976701: @asharamjibapu_ श्री रामकृष्ण परमहंस जयंती की हार्दिक शुभकामनाएं🙏🚩

https://t.co/vyy7mfWxCZ https://t.co/nsg5yMYKym",                                                           ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
151,RT @tessa_flemming: A very worthwhile story but one that won't get seen by many today thanks to the Facebook ban. This valued Elder and gra…, a very worthwhile story but one that won t get seen by many today thanks to the facebook ban  this valued elder and gra ,0.44999999999999996,0.44999999999999996,positive,0.132,0.457,0.411,0.8862
155,RT @maysaashujaa: في هذا الرابط تقرير لقناة المسيرة عن مأرب ويوصف المعركة بالفتح. اسلم اليمنيون قبل ١٤٠٠ سنة بدون فتوحات، والآن آخرتها طلعو…,                                                                                                                           ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
156,Our Facebook friends and family get extra savings on our collection. Follow the link and browse our colorful and cl… https://t.co/ryabhQpT6n,our facebook friends and family get extra savings on our collection  follow the link and browse our colorful and cl   ,0.15,0.25,positive,0.0,0.86,0.14,0.4767
157,"Just a heads up, I am live at https://t.co/KTn7enOqmz",just a heads up  i am live at  ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
158,RT @7NewsAustralia: Treasurer @JoshFrydenberg says @Facebook boss Mark Zuckerberg has “contacted” him to arrange a meeting after the social…, treasurer   says   boss mark zuckerberg has  contacted  him to arrange a meeting after the social ,0.03333333333333333,0.06666666666666667,positive,0.0,0.897,0.103,0.128
159,RT @JesusRCuevas: El @GobiernoMX rechaza cualquier tipo de censura. La libertad de expresión es la esencia de la democracia. El día de ayer…, el   rechaza cualquier tipo de censura  la libertad de expresi n es la esencia de la democracia  el d a de ayer ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
160,@MikeyBlighe @Facebook @Sony @UMG It's dreadful and the algorithm is clearly broken. I can't say Sony/UMG will own… https://t.co/CVtGYF1GZ4,        it s dreadful and the algorithm is clearly broken  i can t say sony umg will own   ,-0.26666666666666666,0.7999999999999999,negative,0.305,0.558,0.137,-0.5106
161,RT @GARETANO7: https://t.co/odjRHfHleW https://t.co/0VMXHe2H7B,    ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
162,RT @NickRossTech: OMG here's @abcnews covering a journo expert who opens by telling it exactly like it is! Compare this to other MSM last n…, omg here s   covering a journo expert who opens by telling it exactly like it is  compare this to other msm last n ,0.041666666666666664,0.23055555555555554,positive,0.0,0.884,0.116,0.3612
163,"🚨🚨🚨

IG
Watch stories starting from here:
🔗 https://t.co/lyzzY8gf5Y
Like and comment:
🔗 https://t.co/Maqpz2imYh

FB… https://t.co/EhTW4zHIWD",     ig watch stories starting from here      like and comment       fb   ,0.0,0.1,positive,0.0,0.783,0.217,0.3612
164,RT @slpng_giants_oz: Government &amp; various pundits screeching about Facebook robbing the public of credible information by blocking news sit…, government  amp  various pundits screeching about facebook robbing the public of credible information by blocking news sit ,0.13333333333333333,0.4222222222222222,negative,0.14,0.86,0.0,-0.3818
165,"@taylor_owen Their monopsony, not their abuse of users, is going to take them down in the end.

The advertisers are… https://t.co/fwZmsz7erV",  owen their monopsony  not their abuse of users  is going to take them down in the end   the advertisers are   ,-0.15555555555555559,0.2888888888888889,positive,0.0,0.849,0.151,0.5216
166,https://t.co/ssaSXXCRME, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
169,https://t.co/Phl8lkYjlr, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
170,"RT @KarenFi51820768: COPIED FB Everyone please invite, and share #RT and keep an eye out for her. If you have any information about #Milks,…", copied fb everyone please invite  and share  rt and keep an eye out for her  if you have any information about  milks  ,0.0,0.0,positive,0.0,0.757,0.243,0.6249
171,"@vancolour @JaneSeyd Campaign finance reform now!
Ban all political contributions and let them perform on their pol… https://t.co/lMNZoxrmkP",    campaign finance reform now  ban all political contributions and let them perform on their pol   ,0.0,0.1,negative,0.205,0.795,0.0,-0.5574
172,"RT @critiklthinking: What is everyone doing tonight?
Tired of the home boredom of Covid?
Join us for free tonight at 8pm PST for LIVE BAND…", what is everyone doing tonight  tired of the home boredom of covid  join us for free tonight at 8pm pst for live band ,0.04545454545454545,0.6666666666666666,positive,0.175,0.64,0.185,0.0772
174,"RT @museodelprado: Hoy hemos hablado del estudio técnico de la ""Sagrada Familia"" de Andrea del Sarto, con Ana González Mozo, del Gabinete T…", hoy hemos hablado del estudio t cnico de la  sagrada familia  de andrea del sarto  con ana gonz lez mozo  del gabinete t ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
175,RT @deoluphotograph: “Jor wa bami shi facebook” https://t.co/r6CEXiyoN0,  jor wa bami shi facebook   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
177,"Continuing The Main Story in Part 11 of Final Fantasy XV!

https://t.co/lntPHMPxpt

#nikorigaming #finalfantasy… https://t.co/oV89Hs5RWs",continuing the main story in part 11 of final fantasy xv       nikorigaming  finalfantasy   ,0.08333333333333333,0.6666666666666666,neutral,0.0,1.0,0.0,0.0
178,"@cutecaty27 @interisti961 هاك
https://t.co/AeU1UyaWTV",         ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
179,"RT @timdunlop: The mainstream media coverage of the FB ban is so bad, so self-serving &amp; (therefore) ultimately self-defeating for those mak…", the mainstream media coverage of the fb ban is so bad  so self serving  amp   therefore  ultimately self defeating for those mak ,-0.3499999999999999,0.8333333333333333,negative,0.345,0.655,0.0,-0.8748
181,"RT @RungMewLions: อย่าลืมโหวตtpopให้พี่มิวนะคะ
🖇https://t.co/0Eyh6LCYsF
#MewSuppasit",            tpop                  mewsuppasit,0.0,0.0,neutral,0.0,1.0,0.0,0.0
182,On n'avait désactiver mon meilleur compte de Facebook à cause d'une photo c'était mon compte kanedia1965@gmail.com,on n avait d sactiver mon meilleur compte de facebook   cause d une photo c  tait mon compte kanedia1965  com,0.0,0.0,neutral,0.0,1.0,0.0,0.0
183,There is a popular opinion that a good-privacy alternative to facebook is @WhatsApp. But it is owned by facebook (s… https://t.co/SuoJftWdCu,there is a popular opinion that a good privacy alternative to facebook is    but it is owned by facebook  s   ,0.6499999999999999,0.75,positive,0.0,0.796,0.204,0.431
184,Indahnya saling menolong Tetap semangat Selagi ada waktu jdlah penolong bg sesama Salam sehat https://t.co/Hb4e2QiCEg,indahnya saling menolong tetap semangat selagi ada waktu jdlah penolong bg sesama salam sehat  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
185,RT @haileywhitters: Happy Hour hang tomorrow at 5PM CT on my Facebook &amp; Instagram! See y'all there ✨ https://t.co/haiEWmu8aY, happy hour hang tomorrow at 5pm ct on my facebook  amp  instagram  see y all there    ,0.8,1.0,positive,0.0,0.791,0.209,0.5719
186,"RT @tweet_pbg: You never changed at all! Still the cutest and adorable as before 🥰🥰 @BOGUMMY

🎥:  zaobaosg 👇
https://t.co/Sgdb5z75oE https:…", you never changed at all  still the cutest and adorable as before           zaobaosg     https  ,0.5,1.0,positive,0.0,0.632,0.368,0.7906
187,"RT @beccarala: @JoshFrydenberg Why not just tax international *media corporations appropriately and fund our unbiased, quality ABC &amp; SBS pr…",   why not just tax international  media corporations appropriately and fund our unbiased  quality abc  amp  sbs pr ,0.25,0.25,negative,0.064,0.936,0.0,-0.0258
188,"RT @WORLDMUSICAWARD: Happy Birthday to #SEVENTEEN's handsome and very talented #DK #도겸! 👨‍🎤🎂🍾🎁🎉🎇 ☀️👑 #HappyDKDay @pledis_17 
https://t.co/2…", happy birthday to  seventeen s handsome and very talented  dk                    happydkday   17   ,0.7366666666666667,1.0,positive,0.0,0.433,0.567,0.8883
189,"RT @StatsMalaysia: Ramai rupanya penduduk Perlis, bukanlah 8, 12 atau 15. Cuba perhati infografik di bawah 👇 

Dapatkan maklumat statistik…", ramai rupanya penduduk perlis  bukanlah 8  12 atau 15  cuba perhati infografik di bawah     dapatkan maklumat statistik ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
190,"RT @AndrewCatsaras: Can't anyone who wants to access ""News"" sites simply go to their website?
Why do you need Facebook?", can t anyone who wants to access  news  sites simply go to their website  why do you need facebook ,0.1,0.2285714285714286,neutral,0.0,1.0,0.0,0.0
191,"RT @BrightMinho: โอ้โหหหหหห เค้าเข้าไปฟังแล้วเค้าจดสรุปออกมาด้วย ขอให้เจริญ ๆ นะครับ 🙏🏻🥺

https://t.co/Suj8gf0kKZ https://t.co/wxmCIjag9H",                                                                             ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
192,"RT @PhoenixPolice: Many victims went to social media to report the suspect, which brought others forward. Many of whom were living in their…", many victims went to social media to report the suspect  which brought others forward  many of whom were living in their ,0.3444444444444444,0.35555555555555557,negative,0.191,0.809,0.0,-0.5423
193,RT @maimarmaraung: @YourAnonCentral Getting more courage and energy after reading this. We Myanmar do appreciate for your support. Your pos…,   getting more courage and energy after reading this  we myanmar do appreciate for your support  your pos ,0.5,0.5,positive,0.0,0.536,0.464,0.8822
194,"🚨WHOSFAN ACCOUNT DONATION🚨

We only have ONE HOUR to vote on Feb. 23, so we'll need as many accounts on as many dev… https://t.co/Nd2AOk1z6p", whosfan account donation   we only have one hour to vote on feb  23  so we ll need as many accounts on as many dev   ,0.3333333333333333,0.6666666666666666,neutral,0.0,1.0,0.0,0.0
195,@AlvaroNBAMartin @trailblazers @NBA @CoachCMorales @YouTube @RitmoNba @Facebook @instagram Muchas Gracias Estimado X Su Información,                muchas gracias estimado x su informaci n,0.0,0.0,neutral,0.0,1.0,0.0,0.0
198,RT @Matador08640286: ¿Qué tal? En Rusia ya se aprobó una ley que permite multar a empresas como Facebook y Twitter por censurar a medios lo…,  qu  tal  en rusia ya se aprob  una ley que permite multar a empresas como facebook y twitter por censurar a medios lo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
199,RT @MrDenmore: Worried about the state of journalism? Then fund it properly. Concerned about Big Tech making too much money? Then tax it pr…, worried about the state of journalism  then fund it properly  concerned about big tech making too much money  then tax it pr ,0.06666666666666667,0.13333333333333333,negative,0.095,0.905,0.0,-0.296
200,RT @wzuloag: Carta firmada por mujeres militantes y simpatizantes todo respeto a los órganos de dirección de nuestro partido MORENA @Partid…, carta firmada por mujeres militantes y simpatizantes todo respeto a los  rganos de direcci n de nuestro partido morena   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
202,"RT @pledis_17: SEVENTEEN ONLINE CONCERT [IN-COMPLETE] Photo Sketch

▶ https://t.co/KYMf4j3Lek

#세븐틴 #SEVENTEEN
#SVT_IN_COMPLETE https://t.c…", seventeen online concert  in complete  photo sketch             seventeen  svt in complete  ,0.1,0.4,neutral,0.0,1.0,0.0,0.0
204,@BJVisuals @PartlyClouty_ @iNjoyLoudPack @_minxmissy @ScooterWilliams @1LiWalk @RoyalChelszzz https://t.co/8oUSCyCfM1,         minxmissy        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
205,RT @chaser: Facebook finally crack down on racism by banning all Aussie media https://t.co/hvW3EuetgC, facebook finally crack down on racism by banning all aussie media  ,-0.07777777777777779,0.6444444444444445,negative,0.291,0.709,0.0,-0.6249
206,"Mum: tiKtOk is hAraM

Also her, showing me funny tiktoks thru facebook..

👁👄👁",mum  tiktok is haram  also her  showing me funny tiktoks thru facebook       ,0.25,1.0,positive,0.0,0.791,0.209,0.4404
208,"RT @tuanxcoco: This is the daily look that BamBam chose and he said this looks like his 😆

https://t.co/I6AvUzRejK

#BamBamPlayTheSims4 #Ba…", this is the daily look that bambam chose and he said this looks like his        bambamplaythesims4  ba ,0.0,0.0,positive,0.0,0.865,0.135,0.3612
